,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
642,Down and Out,ConnorDaWhiteBoy,1.0,698468.9,254960.2,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1827,Tomwillbetom,2.0,682834.8,259266.8
643,Kar98k,cancancancan,19.0,446889.9,620514.1,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,530,LLInuJIuT,25.0,445377.8,615623.6
644,UMP9,Townsend-,10.0,628008.9,379136.4,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1164,chijijiushigan,15.0,628433.6,378623.7
645,M416,MuMuQAQ233,33.0,625468.3,383716.5,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,302,Libra-JSG,15.0,623592.3,377249.0
646,Hit by Car,o__Henry__o,39.0,602240.1,573833.3,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,174,BIPBIPIMJEEP,25.0,602049.8,574426.4
647,AKM,TheSexy1,1.0,701356.1,253777.2,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1702,Luv-sic,6.0,701034.7,253439.7
648,Down and Out,Vibeslit,28.0,358935.7,411413.9,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,248,yigegouzei233,40.0,362883.8,414003.2
649,M16A4,feiyesda,32.0,624072.1,303146.9,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,297,zeinima123,36.0,623865.4,303387.7
650,M416,xiamao1,38.0,370545.2,401140.1,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,167,o0Jessica0o,41.0,368995.8,401236.4
651,S686,qinqintudou,3.0,310945.4,319566.8,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,370,LFNTF,14.0,311087.7,319935.8
652,M16A4,feiyesda,32.0,624771.5,303005.9,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,280,LengYeBing,36.0,624562.4,303360.7
653,AKM,baizheruisb,10.0,564897.8,386181.1,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,306,FeiMiao-CC,35.0,565023.0,386464.8
654,SCAR-L,ConnorDaWhiteBoy,1.0,693733.8,257157.9,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1827,Tazmily,2.0,685945.6,259235.2
655,M16A4,qinqintudou,3.0,698223.1,266114.7,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1748,SJaaa,5.0,693032.8,270303.2
656,P1911,o0Jessica0o,41.0,369906.5,399981.9,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,150,ppoo2219,42.0,370746.3,399901.5
657,Down and Out,chijilaoban,11.0,630576.1,300238.1,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1104,obMrwang,16.0,629342.1,305946.4
658,Kar98k,Reston-yxz,6.0,392963.5,348742.7,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,125,zsknewbie,47.0,392963.6,349022.2
659,M416,1uwei,12.0,441949.5,640890.6,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,436,Amaniseven,,441503.1,641597.8
660,Down and Out,,,,,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1449,Townsend-,10.0,668864.8,334250.6
661,Down and Out,,,,,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,697,JackLemon,22.0,491984.9,433031.8
662,Bluezone,,,,,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,876,jiaobaabaa,21.0,0.0,0.0
663,S12K,chijijiushigan,15.0,622224.8,376332.1,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,333,MuMuQAQ233,33.0,621617.5,376527.4
664,S12K,yigegouzei233,40.0,362746.3,413429.3,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,213,Milisar,41.0,362860.2,414023.6
665,S686,Luv-sic,6.0,395966.3,355354.6,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,386,NiPFgg,31.0,395894.6,355376.4
666,AKM,peterjk,7.0,419844.5,481189.3,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,600,vandark2,24.0,417015.7,480932.2
667,SCAR-L,papapxxx518,20.0,366182.2,503078.5,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,380,wilsondu,32.0,362178.5,507922.1
668,M416,xiang-boby,26.0,372173.4,410708.2,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,455,Vibeslit,28.0,366596.1,416481.9
669,M416,xiamao1,38.0,369527.2,398169.1,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,200,x0905281370,42.0,369299.9,398719.3
670,Uaz,SJaaa,5.0,693130.9,279256.1,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1474,chijilaoban,11.0,691871.8,285245.7
671,S12K,Libra-JSG,15.0,622710.6,375906.9,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,109,Seesea_Cc,30.0,622574.1,376103.7
672,Down and Out,SuperZking,26.0,368656.2,412153.8,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,464,Michael168,27.0,369072.2,413486.2
673,Mini 14,Tomwillbetom,2.0,695352.4,293561.6,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1518,yunqiu,8.0,697573.9,296241.0
674,Down and Out,baizheruisb,10.0,564246.0,385449.7,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,321,yuantao001,34.0,564795.8,386058.6
675,Bluezone,,,,,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1488,baizheruisb,10.0,681775.8,328785.1
676,Down and Out,ConnorDaWhiteBoy,1.0,632710.8,267045.4,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1324,SUN_Obar,13.0,631036.3,274184.1
677,Down and Out,,,,,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,796,JJ1000CM,21.0,0.0,0.0
678,M16A4,chijilaoban,11.0,678802.7,335052.3,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1308,afterwedie,14.0,674821.1,335002.4
679,M416,TromCool,12.0,551413.9,547471.2,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1019,cancancancan,19.0,552848.0,538365.1
680,Down and Out,Tazmily,2.0,696425.4,291407.5,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1518,shuaizeze,8.0,699480.7,296022.8
681,M416,erbudongwobudong,9.0,623811.9,303867.5,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1062,feiyesda,32.0,0.0,0.0
682,S1897,LLInuJIuT,25.0,610684.6,592643.3,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,228,o__Henry__o,39.0,610957.2,593284.8
683,AKM,AK-MuX,9.0,363903.8,409837.3,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,506,SuperZking,26.0,364033.6,410100.7
684,AKM,AK-MuX,9.0,664340.9,298305.7,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1455,TromCool,12.0,664125.9,298315.8
685,Down and Out,Amaniseven,1.0,441521.4,641612.3,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,438,jidahi111,,441508.2,641376.1
686,Down and Out,abinbinqiang,18.0,256731.7,281045.8,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,649,SHAWODESHISUNZI,23.0,255947.3,288270.8
687,M16A4,SJaaa,5.0,694777.3,276160.8,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1643,peterjk,7.0,695819.8,247846.4
688,Down and Out,Luv-sic,6.0,396060.3,355424.5,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,386,AS524902,31.0,395819.5,355330.9
689,Hit by Car,wijnmhusb,23.0,295475.1,324489.3,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,649,wijnmhusb,23.0,295475.1,324489.3
690,S1897,HzengHong,37.0,550147.2,361625.9,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,195,CAPTAIN_Patrick,43.0,550153.5,359702.2
691,M24,Tomwillbetom,2.0,682717.8,259434.0,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1769,qinqintudou,3.0,698174.8,258664.0
692,SCAR-L,ConnorDaWhiteBoy,1.0,632347.4,267013.3,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1324,Fchickenfly,13.0,629198.1,272043.4
693,Punch,CAESA_T,30.0,625236.1,378239.8,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,167,pingpingc,44.0,625167.9,378283.2
694,M416,MuMuQAQ233,33.0,623917.9,384069.3,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,161,kissliu666,46.0,625124.9,384406.5
695,SCAR-L,AK-MuX,9.0,362537.6,409468.9,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,464,simple741,27.0,365665.8,415285.3
696,Tommy Gun,erbudongwobudong,9.0,361447.1,405038.1,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,193,Zhang_wan_lu123,28.0,361075.6,405473.6
697,Down and Out,TheSexy1,1.0,699555.4,251870.7,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1702,Reston-yxz,6.0,700887.4,253015.3
698,Bluezone,,,,,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1486,susususu1234,11.0,683776.8,319481.1
699,SCAR-L,ConnorDaWhiteBoy,1.0,587550.1,277303.4,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1056,abinbinqiang,18.0,586354.9,274313.2
700,S12K,Libra-JSG,15.0,623481.6,374137.8,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,154,xianrenbaibai,33.0,623430.3,374830.8
701,UMP9,Luv-sic,6.0,701687.8,253567.0,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1316,OmegaLiu,4.0,705309.0,253411.4
702,UMP9,LLInuJIuT,25.0,611314.3,599332.4,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,283,III_Ghost_III,39.0,608941.4,598056.8
703,Down and Out,SJaaa,5.0,559157.1,503420.6,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1019,xiaofeng27,19.0,550557.1,533023.3
704,Bluezone,,,,,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1755,qingnin521,4.0,697657.3,271718.9
705,Down and Out,qinqintudou,3.0,698799.3,265363.6,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1748,HUOJIACHEN,5.0,695529.0,271011.2
706,UMP9,Vibeslit,28.0,360960.5,413536.5,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,248,zlyemmm,40.0,361091.9,413793.3
707,SCAR-L,ConnorDaWhiteBoy,1.0,666664.9,286999.7,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1492,AK-MuX,9.0,672164.1,296185.3
708,Down and Out,SuperZking,26.0,364658.2,398146.2,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,286,xiamao1,38.0,367863.5,400453.3
709,Falling,,,,,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,696,Johnson992,22.0,493019.2,432828.3
710,M16A4,G623,20.0,363648.7,501044.8,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,380,G83064,32.0,365221.7,503660.4
711,S1897,xiang-boby,26.0,367382.1,400522.8,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,286,zhangzhijia1314,38.0,368479.7,400791.6
712,SCAR-L,huibao52012,44.0,632328.7,372567.2,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,115,TiredLu,48.0,632117.4,373648.3
713,S686,peterjk,7.0,234993.5,419302.1,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,320,qq1464322345,18.0,0.0,0.0
714,SCAR-L,AK-MuX,9.0,364362.1,409728.9,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,524,xiang-boby,26.0,363916.2,410194.9
715,AKM,baizheruisb,10.0,564234.7,385344.1,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,321,qicaishengren,34.0,565001.4,386131.9
716,Punch,CAESA_T,30.0,625255.9,378391.5,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,124,Anesthesi_ED,46.0,625313.3,378375.0
717,UMP9,OmegaLiu,4.0,571359.2,351900.5,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,292,HzengHong,37.0,567685.6,351905.3
718,M416,MuMuQAQ233,33.0,624838.0,385677.9,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,178,huibao52012,44.0,626313.2,383692.5
719,Drown,,,,,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,165,weizhongren,32.0,0.0,0.0
720,Down and Out,,,,,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1492,erbudongwobudong,9.0,670072.3,297989.3
721,UMP9,obMrwang,16.0,209831.7,290514.8,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,153,jklahskj,45.0,209461.0,290538.7
722,AKM,peterjk,7.0,419605.3,480595.6,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,905,G623,20.0,421282.6,483444.2
723,VSS,AS524902,31.0,400249.9,353777.1,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,150,Yy2893ShenCaiCai,47.0,399167.5,353916.5
724,M16A4,CAPTAIN_Patrick,43.0,550142.2,359941.4,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,193,chenlunaa,37.0,550274.9,359684.5
725,Down and Out,peterjk,7.0,419864.1,480957.6,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,600,Zytx2,24.0,417402.9,477842.1
726,M16A4,chijijiushigan,15.0,621671.1,374928.8,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,436,CAESA_T,30.0,621730.0,376052.8
727,M16A4,chijilaoban,11.0,630197.5,305908.2,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1104,xotooyy9188,16.0,630159.4,306339.5
728,SCAR-L,ConnorDaWhiteBoy,1.0,658411.3,286979.1,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1460,1uwei,12.0,668007.4,293710.1
729,M16A4,G623,20.0,418095.7,493422.6,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,664,supremeyh,7.0,417451.3,477567.2
730,SCAR-L,peterjk,7.0,691454.7,231343.2,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1495,NOBREONE,3.0,695087.3,232960.3
731,SCAR-L,SHAWODESHISUNZI,23.0,193552.1,300726.4,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,165,KAYXK,45.0,194277.3,300796.2
732,Down and Out,peterjk,7.0,415676.6,478575.3,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,905,papapxxx518,20.0,421858.1,483296.6
733,Down and Out,HzengHong,37.0,550259.6,361652.7,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,195,SA_Doom,43.0,550450.6,360052.3
734,M16A4,q-NonProphet-p,13.0,443021.7,331151.2,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,408,Rektlbleeding,13.0,441275.0,331345.8
735,Down and Out,juttylutty,8.0,256532.5,479712.0,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,1451,JaneKappa,10.0,253918.0,470124.3
736,M16A4,Enziuh,3.0,342405.8,321777.7,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,393,UncleWillieP,22.0,340360.4,323794.4
737,UMP9,Chick-Fil-Atio,18.0,133149.6,306517.6,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,914,SteiffMeister,17.0,134235.5,302729.8
738,Micro UZI,AesopMarvel,24.0,425435.3,326826.9,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,179,LordBroseph,27.0,425189.3,326831.1
739,Bluezone,,,,,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,1096,Kev47445,17.0,0.0,0.0
740,Bluezone,CYH1111111,4.0,236332.2,458811.3,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,1759,Wata_C,5.0,238148.5,460222.0
741,M16A4,Enziuh,3.0,339968.4,323713.0,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,498,ButtFart420,22.0,338356.1,322912.5
742,Bluezone,,,,,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,847,Cayzi,23.0,0.0,0.0
743,Down and Out,nixon93,17.0,137922.7,301535.7,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,956,BronchoPride,18.0,138016.4,300698.3
744,Punch,AFstLLL,21.0,201462.0,170248.4,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,144,Next_Top_Model,23.0,201535.7,170218.4
745,SCAR-L,BlindUberDriver,1.0,374519.6,422044.7,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,1231,q-NonProphet-p,13.0,389721.8,430054.9
746,Micro UZI,Supaaacharged,22.0,342520.9,319862.7,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,338,Kingday97,3.0,342730.6,319928.1
747,S1897,douce66,7.0,420555.2,324716.8,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,109,FatGiant99,27.0,420458.2,325330.2
748,Falling,CYH1111111,4.0,261619.0,473647.1,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,1406,BigDew,8.0,261799.8,473525.5
749,UMP9,Chick-Fil-Atio,18.0,138011.4,301580.4,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,955,nixon93,17.0,137822.0,301280.9
750,Micro UZI,Raulyan,2.0,236646.5,449998.1,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,1770,Sakyalol,5.0,240137.9,453955.4
751,Down and Out,KUAILEDEWO,4.0,464292.3,479483.6,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,796,Emanuele,20.0,463291.6,483592.7
752,SCAR-L,banana_kings,5.0,618128.2,600157.9,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,483,hbbgood,23.0,617744.2,598686.9
753,SCAR-L,BlindUberDriver,1.0,245785.8,446613.3,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,1851,EJ207STi,3.0,244435.8,446362.6
754,SCAR-L,18cmGirl,1.0,258706.8,455528.8,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,1650,PhilthyLemon,7.0,259103.4,457497.2
